Este;Norte;nu;yhat;V1;resp
357950;6970981;0.9409191;0.011810947;0;0
357950;6970981;0.01645;0.023433628;0.0082;1
357950;6970981;0.9023533;0.017665954;0;0
357950;6970981;0.999646;0.008865637;0;0
357950;6970981;0.06070653;0.016592722;0.0058;1
358147;6970968;0.0711113;0.035217639;0.0256;1
358147;6970968;0.8612545;0.006186748;0;0
358147;6970968;0.0001184912;0.013163365;0.0024;1
358147;6970968;0.02360259;0.012169463;0.0006;1
358147;6970968;0.6946146;0.023292883;0;0
358147;6970968;0.9996766;0.020953557;0;0
358147;6970968;0.9999527;0.013582685;0;0
358147;6970968;0.01540995;0.032130058;0.0209;1
358147;6970968;0.9821131;0.019435846;0;0
358147;6970968;0.9816605;0.023167542;0;0
361030;6963859;0.9950334;0.00885605;0;0
361030;6963859;0.9998627;0.008766945;0;0
361030;6963859;0.003244431;0.023754409;0.0079;1
361030;6963859;0.9992907;0.009482162;0;0
407694;7006879;0.8885427;0;0.0001;1
407694;7006879;0.4106002;0;0;0
407740;7006939;0.7841222;0;0;0
407740;7006939;0.9720144;0;0;0
408010;7007138;0.9473387;0;0;0
408010;7007138;0.5043117;0;0;0
407185;7006064;0.9935183;0;0;0
407417;7007366;0.9507046;0;0;0
407417;7007366;0.9637486;0;0;0
407417;7007366;0.9991358;0;0;0
407417;7007366;0.03031488;0;0;0
407417;7007366;0.000001;0;0.0065;1
407417;7007366;0.2254768;0;0.002;1
407419;7007362;0.9999121;0;0;0
407419;7007362;0.999956;0;0;0
407419;7007362;0.5110737;0;0.0008;1
407419;7007362;0.9970464;0;0;0
407419;7007362;0.000001;0;0.0058;1
407419;7007362;0.000001;0;0.0124;1
407419;7007362;0.7093241;0;0.0001;1
407419;7007362;0.9786871;0;0;0
407419;7007362;0.9997096;0;0;0
407419;7007362;0.999992;0;0;0
407419;7007362;0.9488456;0;0;0
407185;7006064;0.9960062;0;0;0
405355;7006379;0.9999351;0;0;0
405355;7006379;0.999999;0;0;0
405355;7006379;0.8363169;0;0;0
405355;7006379;0.9724409;0;0;0
405355;7006379;0.9437806;0;0;0
405355;7006379;0.2502634;0;0.0024;1
405355;7006379;0.999999;0;0;0
405355;7006379;0.9692507;0;0;0
405354;7006362;0.9995469;0;0;0
405354;7006362;0.999546;0;0;0
405354;7006362;0.1882354;0;0.0001;1
405361;7006403;0.9979977;0;0;0
405361;7006403;0.9860435;0;0;0
405361;7006403;0.9999678;0;0;0
405361;7006403;0.002481353;0;0.0016;1
405361;7006403;0.9894743;0;0;0
405375;7006438;0.999715;0;0;0
405375;7006438;0.3949698;0;0;0
405375;7006438;0.9990066;0;0;0
405395;7006580;0.1395039;0;0.0024;1
405395;7006580;0.9934995;0;0;0
405395;7006580;0.999999;0;0;0
405395;7006580;0.9999762;0;0;0
405192;7006522;0.9997302;0;0;0
405192;7006522;0.260509;0;0.0009;1
405192;7006522;0.9988471;0;0;0
405192;7006522;0.000001;0;0.0015;1
405192;7006522;0.8471696;0;0;0
405192;7006522;0.0828957;0;0.0005;1
405143;7006516;0.8853468;0;0;0
405143;7006516;0.4760426;0;0;0
405143;7006516;0.3412129;0;0;0
405142;7006493;0.9999988;0;0;0
405142;7006493;0.8391695;0;0;0
405026;7006428;0.9824585;0;0;0
405026;7006428;0.3113051;0;0.0004;1
405026;7006428;0.4735506;0;0;0
405026;7006428;0.2597322;0;0.0009;1
404892;7006421;0.8942375;0;0;0
404892;7006421;0.9419556;0;0;0
404892;7006421;0.9949549;0;0;0
404892;7006421;0.9310914;0;0;0
404892;7006421;0.9980752;0;0;0
404875;7006362;0.9999618;0;0;0
404875;7006362;0.000001;0;0.0005;1
404875;7006362;0.4396467;0;0.002;1
404875;7006362;0.9906187;0;0;0
404875;7006362;0.9993116;0;0;0
404875;7006362;0.9827515;0;0;0
404875;7006362;0.9362412;0;0;0
404875;7006362;0.9777845;0;0;0
404875;7006362;0.9982995;0;0;0
404248;7005493;0.9999873;0;0;0
404815;7005664;0.9999869;0;0;0
404815;7005664;0.999999;0;0;0
404815;7005664;0.999999;0;0;0
404815;7005664;0.9999986;0;0;0
404815;7005664;0.9999359;0;0;0
404815;7005664;0.9986585;0;0;0
404815;7005664;0.9926768;0;0;0
404815;7005664;0.9999939;0;0;0
404726;7005781;0.999559;0;0;0
404726;7005781;0.999999;0;0;0
404726;7005781;0.9998617;0;0;0
404726;7005781;0.9999733;0;0;0
404724;7005805;0.999999;0;0;0
404909;7006131;0.9667611;0;0;0
404909;7006131;0.9943142;0;0;0
404909;7006131;0.9999878;0;0;0
404909;7006131;0.9799418;0;0;0
403940;7004454;0.9997484;0;0;0
403602;7004521;0.9998856;0;0;0
403216;7004812;0.9997906;0;0;0
403293;7004797;0.9668723;0;0;0
403857;7005081;0.999386;0;0;0
403857;7005081;0.9999794;0;0;0
403857;7005081;0.01933555;0;0.0129;1
403857;7005081;0.9994689;0;0;0
403857;7005081;0.9999623;0;0;0
403857;7005081;0.9458981;0;0;0
403848;7005175;0.9876232;0;0;0
403848;7005175;0.9999873;0;0;0
403848;7005175;0.9157024;0;0;0
403848;7005175;0.9999519;0;0;0
403848;7005175;0.9999207;0;0;0
403848;7005175;0.9981586;0;0;0
403848;7005175;0.999999;0;0;0
403848;7005175;0.9997675;0;0;0
403848;7005175;0.9999977;0;0;0
403848;7005175;0.04441356;0;0.0006;1
403848;7005175;0.3949166;0;0.0002;1
403848;7005175;0.9140371;0;0;0
403848;7005175;0.999845;0;0;0
403848;7005175;0.000001;0;0.0182;1
403848;7005175;0.1841078;0;0.0005;1
403837;7005216;0.000001;0;0.0008;1
403837;7005216;0.01144883;0;0.001;1
403837;7005216;0.009291206;0;0.0005;1
403837;7005216;0.9999892;0;0;0
403837;7005216;0.9999207;0;0;0
403837;7005216;0.2921183;0;0.0004;1
403837;7005216;0.00002773826;0;0.0005;1
403001;7006637;0.887328;0;0;0
403001;7006637;0.9999956;0;0;0
403001;7006637;0.2473319;0;0;0
403001;7006637;0.999999;0;0;0
402997;7006465;0.999999;0;0;0
402997;7006465;0.9999307;0;0;0
402997;7006465;0.9999204;0;0;0
403604;7006534;0.9707606;0;0;0
403604;7006534;0.9976507;0;0;0
404147;7006874;0.9996608;0;0;0
404981;7006751;0.9996883;0;0;0
404981;7006751;0.9999761;0;0;0
404981;7006751;0.8839341;0;0;0
404981;7006751;0.999999;0;0;0
404981;7006751;0.9943301;0;0;0
404981;7006751;0.9999947;0;0;0
359870;6983388;0.9652081;0.037639777;0;0
359695;6983453;0.000937913;0.030706935;0.0103;1
359695;6983453;0.000001;0.061243087;0.0443;1
359695;6983453;0.0002356202;0.040049745;0.015;1
359695;6983453;0.00004186982;0.028626355;0.0232;1
359878;6983420;0.1362921;0.046338598;0.0164;1
359878;6983420;0.1291397;0.04046394;0.0071;1
359604;6983421;0.9974706;0.007384429;0;0
359604;6983421;0.2021572;0.016080266;0.0006;1
359604;6983421;0.8220121;0.015677127;0;0
359604;6983421;0.9995013;0.006885378;0;0
359766;6983542;0.997331;0.023715197;0;0
359766;6983542;0.938688;0.029904189;0;0
359766;6983542;0.7200773;0.018318773;0;0
359766;6983573;0.468305;0.023460734;0;0
359766;6983573;0.8828809;0.021420475;0;0
359821;6983604;0.0000970727;0.040269533;0.023;1
359821;6983604;0.001366274;0.042262489;0.0279;1
359635;6983017;0.0005559319;0.040591814;0.0323;1
359607;6983017;0.9939713;0.027981659;0;0
359607;6983017;0.9003505;0.023947655;0;0
359689;6983048;0.5147773;0.023184665;0;0
359658;6983356;0.0004706088;0.065662377;0.0823;1
359658;6983356;0.0000339572;0.035511891;0.0184;1
359658;6983356;0.04667663;0.036720686;0.0313;1
359658;6983356;0.009547103;0.049667455;0.0389;1
359658;6983356;0.09175041;0.014921475;0.0137;1
359737;6983665;0.9962647;0.008649527;0;0
359737;6983665;0.8485129;0.023276764;0;0
359635;6983017;0.9964519;0.015188924;0;0
359635;6983017;0.8056457;0.016185569;0;0
359766;6983542;0.03217464;0.03718156;0.0079;1
359767;6983511;0.0005661495;0.058220655;0.0775;1
359767;6983511;0.000001154901;0.072856268;0.0562;1
359767;6983511;0.03702845;0.043090808;0.0202;1
359767;6983511;0.00001256204;0.027515971;0.0146;1
359767;6983511;0.00001015661;0.043073437;0.0349;1
359579;6983047;0.1358664;0.024811545;0.0183;1
359579;6983047;0.9927244;0.017764818;0;0
359767;6983511;0.01210858;0.040847688;0.0362;1
359767;6983511;0.000002588663;0.052866234;0.0393;1
359579;6983047;0.0004157749;0.049023951;0.081;1
359579;6983047;0.3068194;0.039471953;0.0141;1
359792;6983665;0.000002512694;0.05552051;0.0505;1
359716;6983141;0.03173964;0.034366506;0.014;1
359716;6983141;0.00113891;0.034549059;0.0225;1
359576;6983324;0.9751244;0.006897995;0;0
359607;6983017;0.7158577;0.008578505;0;0
359544;6983147;0.03895573;0.07453595;0.061;1
359544;6983147;0.04017392;0.024797012;0.007;1
359536;6983158;0.8845145;0;0;0
359672;6983573;0.5633732;0.009042648;0.0008;1
359545;6983147;0.2817684;0.03421688;0.0048;1
359536;6983143;0.9437426;0.029190682;0;0
359532;6983128;0.1749907;0.042601763;0.0292;1
359691;6983065;0.0921963;0.049260801;0.0322;1
359696;6983084;0.7372479;0.03679036;0;0
363819;6966868;0.000001;0.055057183;0.0519;1
362975;6967950;0.1141407;0.008487523;0.0022;1
363907;6966361;0.9977258;0.004752466;0;0
363907;6966361;0.9999547;0.003517695;0;0
363907;6966361;0.03737515;0.050668993;0.1274;1
363907;6966361;0.2940884;0.013203422;0.0141;1
363907;6966361;0.01977751;0.022920218;0.0027;1
362975;6967950;0.01257547;0.027021937;0.0237;1
362933;6967900;0.09626571;0.018951672;0.0057;1
362933;6967900;0.00008558133;0.031929323;0.0299;1
363470;6966050;0.9988359;0.004897344;0;0
363160;6968255;0.0000204433;0.035943436;0.0366;1
363846;6967523;0.7860219;0.015483017;0;0
362191;6968151;0.9991678;0.012764959;0;0
362191;6968151;0.0001509083;0.039699665;0.0338;1
362193;6968218;0.1123907;0.022085394;0.0079;1
362193;6968218;0.01225903;0.015775541;0.0107;1
362200;6968201;0.9956394;0.014342347;0;0
362200;6968201;0.9773038;0.009062648;0;0
362200;6968201;0.9968244;0.010602979;0;0
363012;6967520;0.9806261;0.015666759;0;0
363383;6967796;0.799427;0.0129089;0.0013;1
363258;6967400;0.9316122;0.012019079;0;0
362108;6968160;0.1417305;0.020051169;0.0147;1
362286;6967916;0.9608737;0.009395418;0;0
363527;6966881;0.008552613;0.032756153;0.0297;1
362941;6965863;0.000001;0.060878404;0.0551;1
362095;6968169;0.002728599;0.022400901;0.0118;1
362178;6968145;0.5642526;0.023463431;0;0
362286;6967916;0.999992;0.012428598;0;0
362286;6967916;0.9981025;0.014515677;0;0
362286;6967916;0.9031385;0.013343178;0;0
363351;6967886;0.000001;0.010093989;0.0034;1
363351;6967886;0.0005406048;0.009794164;0.0011;1
363433;6967896;0.7877882;0.02542782;0;0
362250;6968152;0.9222456;0.014095452;0;0
362250;6968152;0.9983735;0.014467677;0;0
363559;6967910;0.9946891;0.004933547;0;0
363618;6967698;0.8007496;0.00775975;0.0003;1
363185;6967549;0.9847172;0.006043167;0;0
363185;6967549;0.9999982;0.004126195;0;0
363155;6967518;0.2495428;0.007509076;0.0006;1
363559;6967910;0.4290438;0.021719565;0;0
