Este;Norte;nu;yhat;V1;resp
407419;7007362;0,8138585;0,016831395;0,0124;1
407419;7007362;0,8138585;0;0,0001;1
407419;7007362;0,8138585;0;0;0
407419;7007362;0,8138585;0;0;0
407419;7007362;0,8138585;0;0;0
407419;7007362;0,8138585;0;0;0
407185;7006064;0,8173911;0;0;0
405355;7006379;0,8015688;0;0;0
405355;7006379;0,8015688;0;0;0
405355;7006379;0,8015688;0;0;0
405355;7006379;0,8015688;0;0;0
405355;7006379;0,8015688;0;0;0
405355;7006379;0,8015688;0,01340054;0,0024;1
405355;7006379;0,8015688;0;0;0
405355;7006379;0,8015688;0;0;0
405354;7006362;0,8016346;0;0;0
405354;7006362;0,8016346;0;0;0
405354;7006362;0,8016346;0,014503464;0,0001;1
405361;7006403;0,8015133;0;0;0
405361;7006403;0,8015133;0;0;0
405361;7006403;0,8015133;0;0;0
405361;7006403;0,8015133;0,017835902;0,0016;1
405361;7006403;0,8015133;0;0;0
405375;7006438;0,8014754;0;0;0
405375;7006438;0,8014754;0,010821592;0;0
405375;7006438;0,8014754;0;0;0
405395;7006580;0,8010203;0,015434425;0,0024;1
405395;7006580;0,8010203;0;0;0
405395;7006580;0,8010203;0;0;0
405395;7006580;0,8010203;0;0;0
405192;7006522;0,7996071;0;0;0
405192;7006522;0,7996071;0,013355557;0,0009;1
405192;7006522;0,7996071;0;0;0
405192;7006522;0,7996071;0,018060454;0,0015;1
405192;7006522;0,7996071;0;0;0
405192;7006522;0,7996071;0,016563337;0,0005;1
405143;7006516;0,7992298;0;0;0
405143;7006516;0,7992298;0,009480585;0;0
405143;7006516;0,7992298;0,011920219;0;0
405142;7006493;0,7993225;0;0;0
405142;7006493;0,7993225;0;0;0
405026;7006428;0,7986509;0;0;0
405026;7006428;0,7986509;0,01249332;0,0004;1
405026;7006428;0,7986509;0,009550093;0;0
405026;7006428;0,7986509;0,01342888;0,0009;1
404892;7006421;0,7975724;0;0;0
404892;7006421;0,7975724;0;0;0
404892;7006421;0,7975724;0;0;0
404892;7006421;0,7975724;0;0;0
404892;7006421;0,7975724;0;0;0
404875;7006362;0,797692;0;0;0
404875;7006362;0,797692;0,018222811;0,0005;1
404875;7006362;0,797692;0,010211223;0,002;1
404875;7006362;0,797692;0;0;0
404875;7006362;0,797692;0;0;0
404875;7006362;0,797692;0;0;0
404875;7006362;0,797692;0;0;0
404875;7006362;0,797692;0;0;0
404875;7006362;0,797692;0;0;0
404248;7005493;0,7963268;0;0;0
404815;7005664;0,8002642;0;0;0
404815;7005664;0,8002642;0;0;0
404815;7005664;0,8002642;0;0;0
404815;7005664;0,8002642;0;0;0
404815;7005664;0,8002642;0;0;0
404815;7005664;0,8002642;0;0;0
404815;7005664;0,8002642;0;0;0
404815;7005664;0,8002642;0;0;0
404726;7005781;0,7990187;0;0;0
404726;7005781;0,7990187;0;0;0
404726;7005781;0,7990187;0;0;0
404726;7005781;0,7990187;0;0;0
404724;7005805;0,7988967;0;0;0
404909;7006131;0,7989907;0;0;0
404909;7006131;0,7989907;0;0;0
404909;7006131;0,7989907;0;0;0
404909;7006131;0,7989907;0;0;0
403940;7004454;0,7983632;0;0;0
403602;7004521;0,7952548;0;0;0
403216;7004812;0,7906921;0;0;0
403293;7004797;0,7914138;0;0;0
403857;7005081;0,7948931;0;0;0
403857;7005081;0,7948931;0;0;0
403857;7005081;0,7948931;0,018032954;0,0129;1
403857;7005081;0,7948931;0;0;0
403857;7005081;0,7948931;0;0;0
403857;7005081;0,7948931;0;0;0
403848;7005175;0,7943979;0;0;0
403848;7005175;0,7943979;0;0;0
403848;7005175;0,7943979;0;0;0
403848;7005175;0,7943979;0;0;0
403848;7005175;0,7943979;0;0;0
403848;7005175;0,7943979;0;0;0
403848;7005175;0,7943979;0;0;0
403848;7005175;0,7943979;0;0;0
403848;7005175;0,7943979;0;0;0
403848;7005175;0,7943979;0,017620638;0,0006;1
403848;7005175;0,7943979;0,0111575;0,0002;1
403848;7005175;0,7943979;0;0;0
403848;7005175;0,7943979;0;0;0
403848;7005175;0,7943979;0,018439588;0,0182;1
403848;7005175;0,7943979;0,015044731;0,0005;1
403837;7005216;0,7941223;0,018467287;0,0008;1
403837;7005216;0,7941223;0,018255876;0,001;1
403837;7005216;0,7941223;0,018295721;0,0005;1
403837;7005216;0,7941223;0;0;0
403837;7005216;0,7941223;0;0;0
403837;7005216;0,7941223;0,013072667;0,0004;1
403837;7005216;0,7941223;0,018466793;0,0005;1
403001;7006637;0,7804212;0;0;0
403001;7006637;0,7804212;0;0;0
403001;7006637;0,7804212;0,014915412;0;0
403001;7006637;0,7804212;0;0;0
402997;7006465;0,7811914;0;0;0
402997;7006465;0,7811914;0;0;0
402997;7006465;0,7811914;0;0;0
403604;7006534;0,7861583;0;0;0
403604;7006534;0,7861583;0;0;0
404147;7006874;0,789268;0;0;0
404981;7006751;0,796852;0;0;0
404981;7006751;0,796852;0;0;0
404981;7006751;0,796852;0;0;0
404981;7006751;0,796852;0;0;0
404981;7006751;0,796852;0;0;0
404981;7006751;0,796852;0;0;0
359870;6983388;0,4226738;0;0;0
359695;6983453;0,4200479;0,058375746;0,0103;1
359695;6983453;0,4200479;0,05843049;0,0443;1
359695;6983453;0,4200479;0,058416781;0,015;1
359695;6983453;0,4200479;0,058428102;0,0232;1
359878;6983420;0,4225604;0,050119713;0,0164;1
359878;6983420;0,4225604;0,050534752;0,0071;1
359604;6983421;0,4191225;0;0;0
359604;6983421;0,4191225;0,046730525;0,0006;1
359604;6983421;0,4191225;0;0;0
359604;6983421;0,4191225;0;0;0
359766;6983542;0,4203434;0;0;0
359766;6983542;0,4203434;0;0;0
359766;6983542;0,4203434;0;0;0
359766;6983573;0,4201368;0,031071646;0;0
359766;6983573;0,4201368;0;0;0
359821;6983604;0,4206186;0,058362798;0,023;1
359821;6983604;0,4206186;0,058288717;0,0279;1
359635;6983017;0,4222045;0,057977793;0,0323;1
359607;6983017;0,4218536;0;0;0
359607;6983017;0,4218536;0;0;0
359689;6983048;0,4226745;0,028114788;0;0
359658;6983356;0,4202314;0,058356033;0,0823;1
359658;6983356;0,4202314;0,058381526;0,0184;1
359658;6983356;0,4202314;0,055658363;0,0313;1
359658;6983356;0,4202314;0,057826116;0,0389;1
359658;6983356;0,4202314;0,053026798;0,0137;1
359737;6983665;0,4191608;0;0;0
359737;6983665;0,4191608;0;0;0
359635;6983017;0,4222045;0;0;0
359635;6983017;0,4222045;0;0;0
359766;6983542;0,4203434;0,056521396;0,0079;1
359767;6983511;0,4205626;0,058326969;0,0775;1
359767;6983511;0,4205626;0,058359942;0,0562;1
359767;6983511;0,4205626;0,056199029;0,0202;1
359767;6983511;0,4205626;0,058359276;0,0146;1
359767;6983511;0,4205626;0,058359417;0,0349;1
359579;6983047;0,4213026;0,050255691;0,0183;1
359579;6983047;0,4213026;0;0;0
359767;6983511;0,4205626;0,057653353;0,0362;1
359767;6983511;0,4205626;0,058359858;0,0393;1
359579;6983047;0,4213026;0,058133137;0,081;1
359579;6983047;0,4213026;0,040313526;0,0141;1
359792;6983665;0,419849;0,058501397;0,0505;1
359716;6983141;0,4223921;0,056162448;0,014;1
359716;6983141;0,4223921;0,057937397;0,0225;1
359576;6983324;0,4194184;0;0;0
359607;6983017;0,4218536;0;0;0
359544;6983147;0,4201975;0,056076966;0,061;1
359544;6983147;0,4201975;0,056005884;0,007;1
359536;6983158;0,4200241;0;0;0
359672;6983573;0,4189606;0,025597316;0,0008;1
359545;6983147;0,4202101;0,04190742;0,0048;1
359536;6983143;0,4201241;0;0;0
359532;6983128;0,420174;0,04813948;0,0292;1
359691;6983065;0,4225861;0,052615416;0,0322;1
359696;6983084;0,4225219;0;0;0
363819;6966868;0,5849404;0,035199308;0,0519;1
362975;6967950;0,5671222;0,03293919;0,0022;1
363907;6966361;0,5893989;0;0;0
363907;6966361;0,5893989;0;0;0
363907;6966361;0,5893989;0,033396264;0,1274;1
363907;6966361;0,5893989;0,024490134;0,0141;1
363907;6966361;0,5893989;0,034006778;0,0027;1
362975;6967950;0,5671222;0,036715722;0,0237;1
362933;6967900;0,5669283;0,033618128;0,0057;1
362933;6967900;0,5669283;0,037195945;0,0299;1
363470;6966050;0,5860203;0;0;0
363160;6968255;0,567407;0,037182621;0,0366;1
363846;6967523;0,5809206;0;0;0
362191;6968151;0,5558506;0;0;0
362191;6968151;0,5558506;0,038421831;0,0338;1
362193;6968218;0,5554234;0,034156595;0,0079;1
362193;6968218;0,5554234;0,038009818;0,0107;1
362200;6968201;0,555627;0;0;0
362200;6968201;0,555627;0;0;0
362200;6968201;0,555627;0;0;0
363012;6967520;0,5704741;0;0;0
363383;6967796;0,5732921;0;0,0013;1
363258;6967400;0,5743712;0;0;0
362108;6968160;0,5547367;0,033087122;0,0147;1
362286;6967916;0,5586413;0;0;0
363527;6966881;0,5812068;0,035284336;0,0297;1
362941;6965863;0,5806578;0,035550426;0,0551;1
362095;6968169;0,5545109;0,038471503;0,0118;1
362178;6968145;0,5557263;0,016750416;0;0
362286;6967916;0,5586413;0;0;0
362286;6967916;0,5586413;0;0;0
362286;6967916;0,5586413;0;0;0
363351;6967886;0,5722872;0,036624958;0,0034;1
363351;6967886;0,5722872;0,036605195;0,0011;1
363433;6967896;0,5732512;0;0;0
362250;6968152;0,5565921;0;0;0
362250;6968152;0,5565921;0;0;0
363559;6967910;0,5747406;0;0;0
363618;6967698;0,5768978;0;0,0003;1
363185;6967549;0,5724565;0;0;0
363185;6967549;0,5724565;0;0;0
363155;6967518;0,5722868;0,027458383;0,0006;1
363559;6967910;0,5747406;0,020763973;0;0
