Este;Norte;nu;yhat;V1;resp
362933;6967900;0.1625707;0.018988598;0.0057;1
362933;6967900;0.0004747447;0.031991535;0.0299;1
363470;6966050;0.9965496;0.004908189;0;0
363160;6968255;0.00005901647;0.036017468;0.0366;1
363846;6967523;0.8069383;0.015520357;0;0
362191;6968151;0.9982907;0.012784757;0;0
362191;6968151;0.00007220623;0.039761237;0.0338;1
362193;6968218;0.1085721;0.022119623;0.0079;1
362193;6968218;0.04256579;0.015799991;0.0107;1
362200;6968201;0.9967544;0.014364637;0;0
362200;6968201;0.9374423;0.009076733;0;0
362200;6968201;0.9873255;0.010619457;0;0
363012;6967520;0.9659195;0.015698015;0;0
363383;6967796;0.7810541;0.012937051;0.0013;1
363258;6967400;0.8840089;0.012044567;0;0
362108;6968160;0.1998018;0.020081373;0.0147;1
362286;6967916;0.909809;0.009410531;0;0
363527;6966881;0.009213104;0.032829947;0.0297;1
362941;6965863;0.000001;0.060997873;0.0551;1
362095;6968169;0.007584848;0.022434481;0.0118;1
362178;6968145;0.4623816;0.023499663;0;0
362286;6967916;0.9999909;0.01244859;0;0
362286;6967916;0.9853982;0.014539027;0;0
362286;6967916;0.8392342;0.013364642;0;0
363351;6967886;0.000001;0.010115829;0.0034;1
363351;6967886;0.02943633;0.009815355;0.0011;1
363433;6967896;0.6045108;0.025483893;0;0
362250;6968152;0.8705232;0.014117756;0;0
362250;6968152;0.9975726;0.014490571;0;0
363559;6967910;0.9528519;0.00494474;0;0
363618;6967698;0.7662828;0.007777593;0.0003;1
363185;6967549;0.9635904;0.006055753;0;0
363185;6967549;0.999999;0.004134788;0;0
363155;6967518;0.4869198;0.007524604;0.0006;1
363559;6967910;0.3540585;0.021768842;0;0
