Este;Norte;nu;yhat;V1;resp
404981;7006751;0.7965385;0;0;0
404981;7006751;0.7965385;0;0;0
404981;7006751;0.7965385;0;0;0
404981;7006751;0.7965385;0;0;0
404981;7006751;0.7965385;0;0;0
404981;7006751;0.7965385;0;0;0
359870;6983388;0.4227509;0;0;0
359695;6983453;0.4201565;0.058297228;0.0103;1
359695;6983453;0.4201565;0.05843049;0.0443;1
359695;6983453;0.4201565;0.058416056;0.015;1
359695;6983453;0.4201565;0.058428903;0.0232;1
359878;6983420;0.4226357;0.046227032;0.0164;1
359878;6983420;0.4226357;0.047384661;0.0071;1
359604;6983421;0.419248;0;0;0
359604;6983421;0.419248;0.044991254;0.0006;1
359604;6983421;0.419248;0;0;0
359604;6983421;0.419248;0;0;0
359766;6983542;0.4204378;0;0;0
359766;6983542;0.4204378;0;0;0
359766;6983542;0.4204378;0.020472069;0;0
359766;6983573;0.4202307;0.036844853;0;0
359766;6983573;0.4202307;0;0;0
359821;6983604;0.4207021;0.058328037;0.023;1
359821;6983604;0.4207021;0.058098252;0.0279;1
359635;6983017;0.4223298;0.057849021;0.0323;1
359607;6983017;0.4219841;0;0;0
359607;6983017;0.4219841;0;0;0
359689;6983048;0.4227894;0.035541192;0;0
359658;6983356;0.420348;0.058304338;0.0823;1
359658;6983356;0.420348;0.058375549;0.0184;1
359658;6983356;0.420348;0.051917116;0.0313;1
359658;6983356;0.420348;0.056954706;0.0389;1
359658;6983356;0.420348;0.04769811;0.0137;1
359737;6983665;0.4192587;0;0;0
359737;6983665;0.4192587;0;0;0
359635;6983017;0.4223298;0;0;0
359635;6983017;0.4223298;0;0;0
359766;6983542;0.4204378;0.054207417;0.0079;1
359767;6983511;0.4206572;0.058291596;0.0775;1
359767;6983511;0.4206572;0.058359951;0.0562;1
359767;6983511;0.4206572;0.055258646;0.0202;1
359767;6983511;0.4206572;0.058359951;0.0146;1
359767;6983511;0.4206572;0.058359951;0.0349;1
359579;6983047;0.4214379;0.047310068;0.0183;1
359579;6983047;0.4214379;0;0;0
359767;6983511;0.4206572;0.055986607;0.0362;1
359767;6983511;0.4206572;0.058359951;0.0393;1
359579;6983047;0.4214379;0.058103638;0.081;1
359579;6983047;0.4214379;0.040341276;0.0141;1
359792;6983665;0.4199369;0.058501486;0.0505;1
359716;6983141;0.4225009;0.053459677;0.014;1
359716;6983141;0.4225009;0.057845085;0.0225;1
359576;6983324;0.4195504;0;0;0
359607;6983017;0.4219841;0.017424079;0;0
359544;6983147;0.4203378;0.058340747;0.061;1
359544;6983147;0.4203378;0.051522326;0.007;1
359536;6983158;0.4201657;0;0;0
359672;6983573;0.4190715;0.018931894;0.0008;1
359545;6983147;0.4203502;0.040611619;0.0048;1
359536;6983143;0.4202659;0;0;0
359532;6983128;0.4203167;0.044747975;0.0292;1
359691;6983065;0.4227004;0.049945889;0.0322;1
359696;6983084;0.4226351;0.022772198;0;0
363819;6966868;0.5839475;0.035199308;0.0519;1
362975;6967950;0.5662698;0.032936881;0.0022;1
363907;6966361;0.5884042;0;0;0
363907;6966361;0.5884042;0;0;0
363907;6966361;0.5884042;0.031764199;0.1274;1
363907;6966361;0.5884042;0.025381709;0.0141;1
363907;6966361;0.5884042;0.029570386;0.0027;1
362975;6967950;0.5662698;0.035539787;0.0237;1
362933;6967900;0.5660845;0.031151638;0.0057;1
362933;6967900;0.5660845;0.037181468;0.0299;1
363470;6966050;0.5851036;0;0;0
363160;6968255;0.566516;0.037181187;0.0366;1
363846;6967523;0.5799099;0;0;0
362191;6968151;0.5551618;0;0;0
362191;6968151;0.5551618;0.038424855;0.0338;1
362193;6968218;0.5547344;0.03430354;0.0079;1
362193;6968218;0.5547344;0.036843567;0.0107;1
362200;6968201;0.5549364;0;0;0
362200;6968201;0.5549364;0;0;0
362200;6968201;0.5549364;0;0;0
363012;6967520;0.5696172;0;0;0
363383;6967796;0.5723616;0;0.0013;1
363258;6967400;0.5734686;0;0;0
362108;6968160;0.554066;0.030848418;0.0147;1
362286;6967916;0.5579313;0;0;0
363527;6966881;0.5802633;0.03526083;0.0297;1
362941;6965863;0.5798349;0.035550426;0.0551;1
362095;6968169;0.5538431;0.038284165;0.0118;1
362178;6968145;0.5550402;0.020666403;0;0
362286;6967916;0.5579313;0;0;0
362286;6967916;0.5579313;0;0;0
362286;6967916;0.5579313;0;0;0
363351;6967886;0.5713618;0.036624958;0.0034;1
363351;6967886;0.5713618;0.035546889;0.0011;1
363433;6967896;0.5723102;0.014444668;0;0
362250;6968152;0.5558905;0;0;0
362250;6968152;0.5558905;0;0;0
363559;6967910;0.5737757;0;0;0
363618;6967698;0.5759249;0;0.0003;1
363185;6967549;0.5715661;0;0;0
363185;6967549;0.5715661;0;0;0
363155;6967518;0.5714024;0.018773027;0.0006;1
363559;6967910;0.5737757;0.023490962;0;0
