Este;Norte;nu;yhat;V1;resp
361685;6984667;0.1218671;0.042372487;0.0031;1
361685;6984667;0.2098252;0.059134839;0.0127;1
356942;6976358;0.4670607;0.015503471;0.0018;1
356942;6976358;0.000001;0.133522805;0.0672;1
356942;6976358;0.001914458;0.054527045;0.019;1
356942;6976358;0.9722609;0;0;0
356942;6976358;0.9851526;0;0;0
356942;6976358;0.8983898;0;0;0
356942;6976358;0.001458003;0.036014465;0.0085;1
356942;6976358;0.999979;0;0;0
356942;6976358;0.9997046;0;0;0
355807;6974352;0.9068572;0;0;0
355807;6974352;0.00003692631;0.114323105;0.0649;1
355807;6974352;0.873426;0;0;0
355807;6974352;0.946733;0;0;0
355807;6974352;0.9999967;0;0;0
355807;6974352;0.9999984;0;0.0211;1
356833;6973191;0.943288;0;0;0
356833;6973191;0.9999767;0;0;0
355855;6974169;0.04909547;0.032767129;0.0098;1
355855;6974169;0.03119184;0.070122589;0.02;1
355855;6974169;0.2039253;0.048619674;0.0269;1
358549;6973267;0.9593771;0;0;0
358549;6973267;0.03952224;0.050009097;0.0227;1
358549;6973267;0.04407866;0.069517328;0.018;1
358549;6973267;0.002066545;0.080291403;0.0474;1
358549;6973267;0.004856817;0.103728353;0.0369;1
358549;6973267;0.9269773;0;0;0
358549;6973267;0.5247156;0.022228743;0;0
358549;6973267;0.0001215676;0.026685758;0.0023;1
358549;6973267;0.9987369;0;0;0
358329;6973434;0.3159775;0.020342131;0.0039;1
358329;6973434;0.8408427;0;0;0
358329;6973434;0.9980986;0;0;0
358329;6973434;0.9743461;0;0;0
357950;6970981;0.9993497;0;0;0
357950;6970981;0.02585783;0.036344472;0.0059;1
357950;6970981;0.1530419;0.020576017;0.0019;1
357950;6970981;0.9998075;0;0;0
357950;6970981;0.6543997;0.014080311;0.0054;1
357950;6970981;0.09511009;0.032122839;0.0071;1
357950;6970981;0.9409191;0;0;0
357950;6970981;0.01645;0.044516802;0.0082;1
357950;6970981;0.9023533;0;0;0
357950;6970981;0.999646;0;0;0
357950;6970981;0.06070653;0.030102801;0.0058;1
358147;6970968;0.0711113;0.063505635;0.0256;1
358147;6970968;0.8612545;0;0;0
358147;6970968;0.0001184912;0.025550758;0.0024;1
358147;6970968;0.02360259;0.023066749;0.0006;1
358147;6970968;0.6946146;0.013808925;0;0
358147;6970968;0.9996766;0;0;0
358147;6970968;0.9999527;0;0;0
358147;6970968;0.01540995;0.061412291;0.0209;1
358147;6970968;0.9821131;0;0;0
358147;6970968;0.9816605;0;0;0
361030;6963859;0.9950334;0;0;0
361030;6963859;0.9998627;0;0;0
361030;6963859;0.003244431;0.055072;0.0079;1
361030;6963859;0.9992907;0;0;0
407694;7006879;0.8885427;0;0.0001;1
407694;7006879;0.4106002;0.010016222;0;0
407740;7006939;0.7841222;0;0;0
407740;7006939;0.9720144;0;0;0
408010;7007138;0.9473387;0;0;0
408010;7007138;0.5043117;0.008325226;0;0
407185;7006064;0.9935183;0;0;0
407417;7007366;0.9507046;0;0;0
407417;7007366;0.9637486;0;0;0
407417;7007366;0.9991358;0;0;0
407417;7007366;0.03031488;0.016024762;0;0
407417;7007366;0.000001;0.045861527;0.0065;1
407417;7007366;0.2254768;0.013944225;0.002;1
407419;7007362;0.9999121;0;0;0
407419;7007362;0.999956;0;0;0
407419;7007362;0.5110737;0.005793621;0.0008;1
407419;7007362;0.9970464;0;0;0
407419;7007362;0.000001;0.034610567;0.0058;1
407419;7007362;0.000001;0.053712841;0.0124;1
407419;7007362;0.7093241;0;0.0001;1
407419;7007362;0.9786871;0;0;0
407419;7007362;0.9997096;0;0;0
407419;7007362;0.999992;0;0;0
407419;7007362;0.9488456;0;0;0
407185;7006064;0.9960062;0;0;0
405355;7006379;0.9999351;0;0;0
405355;7006379;0.999999;0;0;0
405355;7006379;0.8363169;0;0;0
405355;7006379;0.9724409;0;0;0
405355;7006379;0.9437806;0;0;0
405355;7006379;0.2502634;0.014116962;0.0024;1
405355;7006379;0.999999;0;0;0
405355;7006379;0.9692507;0;0;0
405354;7006362;0.9995469;0;0;0
405354;7006362;0.999546;0;0;0
405354;7006362;0.1882354;0.010514779;0.0001;1
405361;7006403;0.9979977;0;0;0
